Local Time (America/New_York),Reactive Power Mean,Active Power Mean,Apparent Power Mean
"9/28/2023, 9:00:00 AM",0.102810934,8.895194054,8.949978828
"9/28/2023, 9:15:00 AM",0.110846221,8.886462212,8.940214157
"9/28/2023, 9:30:00 AM",-0.088293806,8.72977829,8.779953957
"9/28/2023, 9:45:00 AM",-0.09064877,8.624498367,8.672720909
"9/28/2023, 10:00:00 AM",0.098645791,8.894331932,8.946453094
"9/28/2023, 10:15:00 AM",0.113095365,8.997847557,9.050468445
"9/28/2023, 10:30:00 AM",0.111117743,8.908159256,8.95907402
"9/28/2023, 10:45:00 AM",0.099844903,8.907979965,8.961655617
"9/28/2023, 11:00:00 AM",0.052984677,8.940734863,8.993621826
"9/28/2023, 11:15:00 AM",0.012875886,8.791908264,8.844964027
"9/28/2023, 11:30:00 AM",0.056671951,8.858160973,8.911962509
"9/28/2023, 11:45:00 AM",0.057326619,8.946518898,8.999038696
"9/28/2023, 12:00:00 PM",0.180707335,9.030385017,9.085109711
"9/28/2023, 12:15:00 PM",0.234354183,9.114469528,9.170033455
"9/28/2023, 12:30:00 PM",0.116578385,9.042507172,9.098446846
"9/28/2023, 12:45:00 PM",0.135883823,8.754348755,8.804083824
"9/28/2023, 1:00:00 PM",0.293853521,8.708538055,8.746029854
"9/28/2023, 1:15:00 PM",0.60614872,9.303194046,9.355338097
"9/28/2023, 1:30:00 PM",0.378528655,8.8192873,8.859798431
"9/28/2023, 1:45:00 PM",0.457585454,8.862744331,8.908474922
"9/28/2023, 2:00:00 PM",0.566127717,9.098827362,9.149790764
"9/28/2023, 2:15:00 PM",0.48098287,8.9116745,8.961030006
"9/28/2023, 2:30:00 PM",0.66779238,9.192649841,9.248477936
"9/28/2023, 2:45:00 PM",0.4156892,8.696398735,8.745359421
"9/28/2023, 3:00:00 PM",0.736524403,9.19227314,9.254240036
"9/28/2023, 3:15:00 PM",0.398719192,8.37881279,8.423994064
"9/28/2023, 3:30:00 PM",0.659221172,8.755117416,8.813882828
"9/28/2023, 3:45:00 PM",0.487230271,8.441390991,8.492434502
"9/28/2023, 4:00:00 PM",0.611185551,8.467538834,8.526841164
"9/28/2023, 4:15:00 PM",0.714493096,8.463041306,8.529331207
"9/28/2023, 4:30:00 PM",0.566334724,8.51960659,8.584243774
"9/28/2023, 4:45:00 PM",0.484017551,8.427426338,8.501499176
"9/28/2023, 5:00:00 PM",0.476122648,8.445698738,8.518326759
"9/28/2023, 5:15:00 PM",0.396526158,8.414821625,8.485234261
"9/28/2023, 5:30:00 PM",0.36450088,8.258890152,8.328756332
"9/28/2023, 5:45:00 PM",0.374954969,8.399274826,8.470570564
"9/28/2023, 6:00:00 PM",0.41778639,8.564769745,8.635644913
"9/28/2023, 6:15:00 PM",0.365285873,8.522026062,8.590821266
"9/28/2023, 6:30:00 PM",0.414149135,8.799740791,8.868162155
"9/28/2023, 6:45:00 PM",0.204444185,8.684402466,8.745259285
"9/28/2023, 7:00:00 PM",0.168181762,8.850902557,8.908804893
"9/28/2023, 7:15:00 PM",-0.048026081,9.102729797,9.175544739
"9/28/2023, 7:30:00 PM",-0.569022715,9.589419365,9.818122864
"9/28/2023, 7:45:00 PM",-1.791500807,10.14697075,10.63942337
